sources,references,translations
"He'd gathered four flashlights from the kitchen, one from behind the bar, and a few pillar candles and matches, when the phone rang.","Il avait rassemblé quatre lampes de poche dans la cuisine, une derrière le bar, quelques bougies et des allumettes, lorsque le téléphone sonna.","Il avait pris quatre lampes de poche dans la cuisine, une derrière le bar, ainsi que quelques bougies et des allumettes, quand le téléphone a sonné."
Probably right after his mother died and he'd been forced to live off discounted Halloween candy for a month.,Probablement juste après la mort de sa mère et qu'il avait été forcé de vivre en mangeant des bonbons d'Halloween à prix réduit pendant un mois.,Probablement juste après que sa mère soit morte et qu'il ait dû se contenter de bonbons d'Halloween soldés pendant un mois.
"The fading light cast long, deep shadows over one side of his face and his strong features stood out in contrast.",La lumière déclinante projetait des ombres longues et profondes sur un côté de son visage et ses traits forts se détachaient par contraste.,"La lumière déclinante projetait des ombres longues et profondes sur un côté de son visage, faisant ressortir ses traits marqués."
"In addition to writing books, she's also a college instructor, artist, anime/manga and historical costumer, editor, and bad guitar player.","En plus d'écrire des livres, elle est également enseignante à l'université, artiste, costumière d'anime/manga et d'histoire, rédactrice, et mauvaise joueuse de guitare.","En plus d'écrire des livres, elle est aussi prof à la fac, artiste, fan d'anime/manga et de costumes historiques, éditrice et mauvaise guitariste."
He landed right on top of her.,Il atterrit juste au-dessus d'elle.,Il a atterri juste sur elle.
"A small mermaid swam near the tentaclea mermaid with long pale hair, holding a pink starfish.","Une petite sirène nageait près du tentacule, une sirène aux longs cheveux pâles, tenant une étoile de mer rose.","Une petite sirène nageait près de la sirène tentaculaire aux longs cheveux pâles, tenant une étoile de mer rose."
"""No wonder they canceled the ferry.""",Pas étonnant qu'ils aient annulé le ferry.,pas étonnant qu'ils aient annulé le ferry
He had thanked me.,Il m'avait remercié.,Il m'avait remercié.
"Not like we can do anything without electricity.""",Ce n'est pas comme si nous pouvions faire quoi que ce soit sans électricité.,C'est pas comme si on pouvait faire quoi que ce soit sans électricité
"""I can understand that,"" Andi said with a sad shake of her head as she auto-filled her credit card information to hold the room.","Je peux le comprendre, dit Andi en secouant tristement la tête tandis qu'elle remplissait automatiquement les informations de sa carte de crédit pour réserver la chambre.","« Je comprends », dit Andi en secouant tristement la tête, tout en remplissant automatiquement les infos de sa carte de crédit pour réserver la chambre."
"Yet, if she stayed alone, that punk might hurt her.","Pourtant, si elle restait seule, ce voyou pourrait lui faire du mal.","Mais si elle restait toute seule, ce voyou pourrait lui faire du mal."
"He'd better be glad I didn't get my hands on him.""",Il ferait mieux d'être content que je ne lui ai pas mis la main dessus.,Il a de la chance que je ne lui sois pas tombé dessus
"""And another for my date.""",Et une autre pour mon rendez-vous.,« Et un autre pour mon rendez-vous. »
"It's a steady rhythm, and I feel my heartbeat slowing to match it.","C'est un rythme régulier, et je sens les battements de mon cœur ralentir en même temps.","C'est un rythme régulier, et je sens mon cœur ralentir pour s'y adapter."
"His hands found her breasts as he continued alternating between teasing her clit and sliding his tongue inside her, licking her hungrily as she lay there, wondering if she'd ever felt anything this good before.","Ses mains trouvèrent ses seins alors qu'il continuait d'alterner entre taquiner son clitoris et glisser sa langue à l'intérieur d'elle, la léchant avec avidité alors qu'elle était allongée là, se demandant si elle avait déjà ressenti quelque chose d'aussi bon auparavant.","Ses mains ont trouvé ses seins alors qu'il continuait à alterner entre titiller son clitoris et glisser sa langue en elle, la léchant avec envie pendant qu'elle était allongée là, se demandant si elle avait déjà ressenti quelque chose d'aussi bon auparavant."
"""2345 divided by 82.""","""2345 divisé par 82.",« 2345 divisé par 82. »
We've been a lot slower this afternoon.,Nous avons été beaucoup plus lents cet après-midi.,On a été beaucoup plus lents cet après-midi.
Without Regret,Sans regret,Sans regret
"I...I googled you a while back.""",Je... j'ai cherché des informations sur toi sur Google il y a un moment.,Je... je t'ai cherché sur Google il y a quelque temps
"""I'm not here about the storm, though we'll need to board up in the morning.""","Je ne suis pas là pour la tempête, même si nous devrons installer des planches dans la matinée.","je ne suis pas là pour parler de la tempête, même si on devra mettre des planches aux fenêtres demain matin"
You've been cruel to me.,Tu as été cruelle avec moi.,T'as été dur avec moi.
"I wanted to check the shop door.""",Je voulais vérifier la porte du magasin.,Je voulais aller voir la porte du magasin
"Her eyes were closed, and she twirled, not once, but three times, before she opened them.","Ses yeux étaient fermés et elle tournoyait, non pas une fois, mais trois fois, avant de les ouvrir.","Elle avait les yeux fermés et elle a tournoyé, pas une, mais trois fois, avant de les ouvrir."
Music is my life.,"La musique, c'est ma vie.","La musique, c'est ma vie."
"""She's...very ill, awake now, but comfortable.","Elle est... très malade, consciente maintenant, mais confortable.","elle est... super malade, réveillée maintenant, mais à l'aise."
Now he'd done what he feared.,Il avait fait ce qu'il craignait.,"Maintenant, il avait fait ce qu'il craignait."
"While she did that, Devyn worked on running Carta Hotels, dealing with the board, and doing whatever it took to keep them happy and buy them more time.","Alors qu'elle s'occupait de ça, Devyn continuait de diriger les Hôtels Carta, s'occupant du conseil d'administration, et faisant tout son possible pour les contenter, et ainsi gagner plus de temps.","Pendant ce temps, Devyn s'occupait de gérer Carta Hotels, de discuter avec le conseil d'administration et de faire tout ce qu'il fallait pour les satisfaire et leur faire gagner du temps."
"""Are we high enough here behind the dunes to be safe from that much water?""","Sommes-nous assez haut ici, derrière les dunes pour être à l'abri d'une telle quantité d'eau ?","on est assez en hauteur ici, derrière les dunes, pour être à l'abri de toute cette eau ?"
It wasn't the same.,Ce n'était pas la même chose.,C'était pas pareil.
Fucking cookies!,Des putain de cookies !,Putain de cookies !
"Taller than me, which isn't saying much.","Plus grand que moi, ce qui n'est pas anodin.","Plus grand que moi, ce qui n'est pas difficile."
"I've had dreams about that, ever since the night at the station when he asked me out.",J'en ai rêvé depuis la nuit où il m'a demandé de sortir avec lui à la radio.,J'ai rêvé de ça depuis le soir où il m'a invitée à sortir à la gare.
"""I guess I'm not kissable in the daytime.",Je suppose que je ne suis pas le genre de fille qu'on embrasse en plein jour.,je crois que je ne suis pas embrassable pendant la journée.
"Sliding his hand up her thigh, Devyn pressed his tongue against her clit harder, rubbing the tip of his tongue over her as he slid two fingers beneath her panties and slowly pulled the soft material aside, exposing the neatly trimmed hair protecting the swollen lips that had his cock throbbing painfully.","Faisant glisser sa main le long de sa cuisse, Devyn pressa plus fort sa langue contre son clitoris, frottant le bout de sa langue sur elle alors qu'il glissait deux doigts sous sa culotte et tirait lentement le tissu doux sur le côté, exposant les poils bien taillés protégeant les lèvres gonflées qui faisaient douloureusement palpiter sa queue.","Glissant sa main le long de sa cuisse, Devyn appuya plus fort sa langue contre son clitoris, frottant le bout de sa langue contre elle tout en glissant deux doigts sous sa culotte et en écartant lentement le tissu doux, exposant les poils soigneusement taillés qui protégeaient les lèvres gonflées qui faisaient palpiter douloureusement sa bite."
"For several minutes they lay there, struggling to catch their breath as Devyn pressed a kiss against her forehead, the tip of her nose, and finally, he brushed his lips against hers before he pulled back and met her gaze as he said the three words that she'd never expected to hear.","Pendant plusieurs minutes, ils restèrent allongés, luttant pour reprendre leur souffle tandis que Devyn déposait un baiser sur son front, le bout de son nez, et finalement, il effleura ses lèvres avant de se retirer et de croiser son regard en prononçant les trois mots qu'elle ne s'était jamais attendue à entendre.","Pendant quelques minutes, ils sont restés allongés là, à essayer de reprendre leur souffle, tandis que Devyn embrassait son front, le bout de son nez, puis enfin ses lèvres, avant de se reculer et de la regarder dans les yeux pour lui dire les trois mots qu'elle ne s'attendait pas à entendre."
She'd feel lost if her sister diedand maybe do some crazy things too.,Elle se sentirait perdue si sa sœur mourait  et ferait peut-être des choses folles aussi. Mais son chagrin était bien plus profond qu'une simple perte.,Elle serait super triste si sa sœur mourait et ferait peut-être des trucs un peu dingues aussi.
"She pretended to savor her coffee, eyes in slits as she peeked at Chase while he drank.","Elle fit semblant de savourer son café, les yeux plissés en fente pour observer Chase pendant qu'il buvait.","Elle faisait semblant de savourer son café, les yeux plissés, tout en regardant Chase boire."
"""Miss Dawson, if you'll come with me?"" he said absently as he glanced down at her resumé while Andi couldn't help but notice the pitying look the other woman was sending her.","Mlle Dawson, veuillez me suivre, fit-il distraitement en jetant un coup d'œil à son CV, alors qu'Andi ne pouvait s'empêcher de voir le regard rempli de pitié que lui jetait l'autre femme.","« Mlle Dawson, tu peux venir avec moi ? » dit-il d'un air distrait en jetant un coup d'œil à son CV, tandis qu'Andi ne pouvait s'empêcher de remarquer le regard compatissant que lui lançait l'autre femme."
